,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,WHH,WHD,WHA,H_ATT,H_MID,H_DEF,H_OVR,A_ATT,A_MID,A_DEF,A_OVR
2651,2014/2015,24/05/15,Aston Villa,Burnley,0.0,1.0,A,0.0,1.0,A,M Jones,16.0,6.0,5.0,3.0,9.0,6.0,7.0,2.0,1.0,2.0,0.0,0.0,2.1,3.3,3.5,72.0,74.0,74.0,75.0,71.0,70.0,71.0,70.0
2652,2014/2015,24/05/15,Chelsea,Sunderland,3.0,1.0,H,1.0,1.0,D,L Mason,24.0,17.0,8.0,9.0,12.0,8.0,11.0,3.0,2.0,1.0,0.0,0.0,1.36,4.5,10.0,82.0,82.0,81.0,83.0,76.0,73.0,72.0,74.0
2653,2014/2015,24/05/15,Crystal Palace,Swansea,1.0,0.0,H,0.0,0.0,D,C Pawson,13.0,5.0,7.0,2.0,22.0,13.0,7.0,3.0,3.0,0.0,0.0,0.0,2.3,3.2,3.2,73.0,73.0,73.0,73.0,77.0,74.0,74.0,75.0
2654,2014/2015,24/05/15,Everton,Tottenham,0.0,1.0,A,0.0,1.0,A,J Moss,9.0,16.0,1.0,3.0,12.0,8.0,3.0,5.0,1.0,2.0,0.0,0.0,2.4,3.1,3.1,78.0,78.0,78.0,78.0,78.0,77.0,77.0,78.0
2655,2014/2015,24/05/15,Hull,Man United,0.0,0.0,D,0.0,0.0,D,L Probert,16.0,7.0,6.0,1.0,12.0,15.0,8.0,1.0,2.0,2.0,0.0,1.0,3.2,3.3,2.25,75.0,73.0,70.0,73.0,85.0,80.0,75.0,81.0
2656,2014/2015,24/05/15,Leicester,QPR,5.0,1.0,H,2.0,0.0,H,M Oliver,22.0,18.0,7.0,2.0,7.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,1.62,3.8,5.5,71.0,72.0,68.0,72.0,74.0,74.0,71.0,75.0
2657,2014/2015,24/05/15,Man City,Southampton,2.0,0.0,H,1.0,0.0,H,C Foy,15.0,13.0,6.0,4.0,13.0,8.0,8.0,4.0,1.0,1.0,0.0,0.0,1.57,3.8,6.0,83.0,82.0,81.0,82.0,77.0,75.0,76.0,76.0
2658,2014/2015,24/05/15,Newcastle,West Ham,2.0,0.0,H,0.0,0.0,D,M Atkinson,17.0,4.0,4.0,1.0,9.0,9.0,2.0,3.0,2.0,1.0,0.0,0.0,1.8,3.5,4.5,74.0,75.0,74.0,75.0,75.0,74.0,72.0,75.0
2659,2014/2015,24/05/15,Stoke,Liverpool,6.0,1.0,H,5.0,0.0,H,A Taylor,15.0,13.0,9.0,4.0,13.0,4.0,3.0,9.0,4.0,2.0,0.0,0.0,3.3,3.3,2.2,76.0,75.0,74.0,76.0,79.0,78.0,75.0,79.0
2660,2015/2016,08/08/15,Bournemouth,Aston Villa,0.0,1.0,A,0.0,0.0,D,M Clattenburg,11.0,7.0,2.0,3.0,13.0,13.0,6.0,3.0,3.0,4.0,0.0,0.0,1.91,3.5,4.0,72.0,74.0,72.0,73.0,74.0,74.0,74.0,75.0
2661,2015/2016,08/08/15,Chelsea,Swansea,2.0,2.0,D,2.0,1.0,H,M Oliver,11.0,18.0,3.0,10.0,15.0,16.0,4.0,8.0,1.0,3.0,1.0,0.0,1.4,4.0,10.0,81.0,82.0,82.0,83.0,77.0,76.0,76.0,76.0
2662,2015/2016,08/08/15,Everton,Watford,2.0,2.0,D,0.0,1.0,A,M Jones,10.0,11.0,5.0,5.0,7.0,13.0,8.0,2.0,1.0,2.0,0.0,0.0,1.73,3.5,5.0,78.0,78.0,80.0,78.0,77.0,74.0,74.0,75.0
2663,2015/2016,08/08/15,Leicester,Sunderland,4.0,2.0,H,3.0,0.0,H,L Mason,19.0,10.0,8.0,5.0,13.0,17.0,6.0,3.0,2.0,4.0,0.0,0.0,2.0,3.1,2.7,76.0,77.0,75.0,76.0,77.0,74.0,74.0,75.0
2664,2015/2016,08/08/15,Man United,Tottenham,1.0,0.0,H,1.0,0.0,H,J Moss,9.0,9.0,1.0,4.0,12.0,12.0,1.0,2.0,2.0,3.0,0.0,0.0,1.62,3.6,6.0,69.0,80.0,77.0,81.0,82.0,78.0,79.0,79.0
2665,2015/2016,08/08/15,Norwich,Crystal Palace,1.0,3.0,A,0.0,1.0,A,S Hooper,17.0,11.0,6.0,7.0,14.0,20.0,1.0,4.0,1.0,0.0,0.0,0.0,2.6,3.1,2.88,78.0,74.0,73.0,74.0,75.0,76.0,75.0,76.0
2666,2015/2016,09/08/15,Arsenal,West Ham,0.0,2.0,A,0.0,1.0,A,M Atkinson,22.0,8.0,6.0,4.0,12.0,9.0,5.0,4.0,1.0,3.0,0.0,0.0,1.3,5.0,11.0,82.0,79.0,80.0,82.0,76.0,76.0,74.0,77.0
2667,2015/2016,09/08/15,Newcastle,Southampton,2.0,2.0,D,1.0,1.0,D,C Pawson,9.0,15.0,4.0,5.0,9.0,12.0,6.0,6.0,2.0,4.0,0.0,0.0,2.7,3.1,2.7,77.0,77.0,75.0,77.0,76.0,76.0,76.0,77.0
2668,2015/2016,09/08/15,Stoke,Liverpool,0.0,1.0,A,0.0,0.0,D,A Taylor,7.0,8.0,1.0,3.0,9.0,16.0,3.0,5.0,2.0,4.0,0.0,0.0,3.3,3.1,2.3,76.0,78.0,76.0,77.0,81.0,79.0,79.0,79.0
2669,2015/2016,10/08/15,West Brom,Man City,0.0,3.0,A,0.0,2.0,A,M Dean,9.0,19.0,2.0,7.0,12.0,9.0,6.0,6.0,4.0,1.0,0.0,0.0,5.5,3.5,1.7,76.0,73.0,73.0,75.0,84.0,82.0,81.0,82.0
2670,2015/2016,14/08/15,Aston Villa,Man United,0.0,1.0,A,0.0,1.0,A,M Dean,5.0,9.0,1.0,2.0,14.0,10.0,3.0,5.0,2.0,2.0,0.0,0.0,5.5,3.6,1.75,74.0,74.0,74.0,75.0,69.0,80.0,77.0,81.0
2671,2015/2016,15/08/15,Southampton,Everton,0.0,3.0,A,0.0,2.0,A,M Oliver,17.0,10.0,4.0,4.0,11.0,10.0,9.0,9.0,4.0,2.0,0.0,0.0,2.0,3.25,4.0,76.0,76.0,76.0,77.0,78.0,78.0,80.0,78.0
2672,2015/2016,15/08/15,Sunderland,Norwich,1.0,3.0,A,0.0,2.0,A,K Friend,6.0,19.0,2.0,6.0,7.0,7.0,6.0,6.0,1.0,2.0,0.0,0.0,2.5,3.0,3.0,77.0,74.0,74.0,75.0,78.0,74.0,73.0,74.0
2673,2015/2016,15/08/15,Swansea,Newcastle,2.0,0.0,H,1.0,0.0,H,M Jones,19.0,4.0,6.0,2.0,11.0,8.0,4.0,4.0,2.0,1.0,0.0,1.0,1.95,3.2,4.33,77.0,76.0,76.0,76.0,77.0,77.0,75.0,77.0
2674,2015/2016,15/08/15,Tottenham,Stoke,2.0,2.0,D,2.0,0.0,H,R Madley,13.0,16.0,7.0,7.0,15.0,11.0,4.0,3.0,2.0,2.0,0.0,0.0,1.8,3.3,5.0,82.0,78.0,79.0,79.0,76.0,78.0,76.0,77.0
2675,2015/2016,15/08/15,Watford,West Brom,0.0,0.0,D,0.0,0.0,D,P Tierney,16.0,6.0,5.0,0.0,13.0,10.0,2.0,4.0,1.0,2.0,0.0,0.0,2.3,3.2,3.2,77.0,74.0,74.0,75.0,76.0,73.0,73.0,75.0
2676,2015/2016,15/08/15,West Ham,Leicester,1.0,2.0,A,0.0,2.0,A,A Taylor,10.0,11.0,3.0,6.0,11.0,12.0,8.0,4.0,1.0,3.0,1.0,0.0,2.3,3.2,3.2,76.0,76.0,74.0,77.0,76.0,77.0,75.0,76.0
2677,2015/2016,16/08/15,Crystal Palace,Arsenal,1.0,2.0,A,1.0,1.0,D,L Mason,11.0,20.0,4.0,7.0,14.0,12.0,6.0,6.0,1.0,1.0,0.0,0.0,5.0,3.5,1.75,75.0,76.0,75.0,76.0,82.0,79.0,80.0,82.0
2678,2015/2016,16/08/15,Man City,Chelsea,3.0,0.0,H,1.0,0.0,H,M Atkinson,18.0,10.0,8.0,3.0,19.0,13.0,5.0,1.0,4.0,2.0,0.0,0.0,2.15,3.2,3.6,84.0,82.0,81.0,82.0,81.0,82.0,82.0,83.0
2679,2015/2016,17/08/15,Liverpool,Bournemouth,1.0,0.0,H,1.0,0.0,H,C Pawson,18.0,13.0,2.0,2.0,11.0,18.0,6.0,8.0,1.0,4.0,0.0,0.0,1.5,4.2,6.5,81.0,79.0,79.0,79.0,72.0,74.0,72.0,73.0
2680,2015/2016,22/08/15,Crystal Palace,Aston Villa,2.0,1.0,H,0.0,0.0,D,K Stroud,16.0,11.0,6.0,2.0,12.0,15.0,6.0,4.0,3.0,3.0,0.0,0.0,1.85,3.4,4.5,75.0,76.0,75.0,76.0,74.0,74.0,74.0,75.0
2681,2015/2016,22/08/15,Leicester,Tottenham,1.0,1.0,D,0.0,0.0,D,M Atkinson,13.0,19.0,2.0,6.0,7.0,14.0,2.0,7.0,1.0,4.0,0.0,0.0,2.7,3.1,2.7,76.0,77.0,75.0,76.0,82.0,78.0,79.0,79.0
2682,2015/2016,22/08/15,Man United,Newcastle,0.0,0.0,D,0.0,0.0,D,C Pawson,20.0,7.0,8.0,0.0,15.0,11.0,11.0,5.0,2.0,2.0,0.0,0.0,1.36,5.0,8.0,69.0,80.0,77.0,81.0,77.0,77.0,75.0,77.0
2683,2015/2016,22/08/15,Norwich,Stoke,1.0,1.0,D,1.0,1.0,D,M Dean,21.0,6.0,7.0,1.0,16.0,5.0,9.0,0.0,4.0,1.0,0.0,0.0,2.3,3.2,3.1,78.0,74.0,73.0,74.0,76.0,78.0,76.0,77.0
2684,2015/2016,22/08/15,Sunderland,Swansea,1.0,1.0,D,0.0,1.0,A,N Swarbrick,10.0,20.0,2.0,9.0,16.0,9.0,3.0,4.0,4.0,2.0,0.0,0.0,3.75,3.2,2.1,77.0,74.0,74.0,75.0,77.0,76.0,76.0,76.0
2685,2015/2016,22/08/15,West Ham,Bournemouth,3.0,4.0,A,0.0,2.0,A,J Moss,10.0,15.0,4.0,7.0,8.0,11.0,5.0,4.0,0.0,0.0,1.0,0.0,2.4,3.1,3.1,76.0,76.0,74.0,77.0,72.0,74.0,72.0,73.0
2686,2015/2016,23/08/15,Everton,Man City,0.0,2.0,A,0.0,0.0,D,A Taylor,10.0,16.0,1.0,9.0,5.0,7.0,8.0,7.0,0.0,3.0,0.0,0.0,5.0,3.5,1.75,78.0,78.0,80.0,78.0,84.0,82.0,81.0,82.0
2687,2015/2016,23/08/15,Watford,Southampton,0.0,0.0,D,0.0,0.0,D,A Marriner,13.0,14.0,0.0,5.0,10.0,11.0,5.0,2.0,0.0,2.0,0.0,0.0,2.7,3.1,2.7,77.0,74.0,74.0,75.0,76.0,76.0,76.0,77.0
2688,2015/2016,23/08/15,West Brom,Chelsea,2.0,3.0,A,1.0,3.0,A,M Clattenburg,15.0,15.0,6.0,5.0,9.0,12.0,8.0,7.0,2.0,1.0,0.0,1.0,6.0,3.4,1.67,76.0,73.0,73.0,75.0,81.0,82.0,82.0,83.0
2689,2015/2016,24/08/15,Arsenal,Liverpool,0.0,0.0,D,0.0,0.0,D,M Oliver,19.0,15.0,5.0,8.0,2.0,13.0,7.0,8.0,1.0,4.0,0.0,0.0,1.73,3.5,5.0,82.0,79.0,80.0,82.0,81.0,79.0,79.0,79.0
2690,2015/2016,29/08/15,Aston Villa,Sunderland,2.0,2.0,D,2.0,1.0,H,R Madley,21.0,7.0,6.0,3.0,10.0,14.0,5.0,4.0,2.0,1.0,0.0,0.0,1.91,3.2,4.5,74.0,74.0,74.0,75.0,77.0,74.0,74.0,75.0
2691,2015/2016,29/08/15,Bournemouth,Leicester,1.0,1.0,D,1.0,0.0,H,N Swarbrick,5.0,4.0,2.0,2.0,9.0,19.0,4.0,4.0,2.0,4.0,0.0,0.0,2.2,3.2,3.4,72.0,74.0,72.0,73.0,76.0,77.0,75.0,76.0
2692,2015/2016,29/08/15,Chelsea,Crystal Palace,1.0,2.0,A,0.0,0.0,D,C Pawson,26.0,13.0,9.0,6.0,9.0,15.0,7.0,7.0,1.0,1.0,0.0,0.0,1.36,4.5,9.5,81.0,82.0,82.0,83.0,75.0,76.0,75.0,76.0
2693,2015/2016,29/08/15,Liverpool,West Ham,0.0,3.0,A,0.0,2.0,A,K Friend,13.0,12.0,1.0,5.0,17.0,11.0,5.0,7.0,3.0,1.0,1.0,1.0,1.36,4.5,9.5,81.0,79.0,79.0,79.0,76.0,76.0,74.0,77.0
2694,2015/2016,29/08/15,Man City,Watford,2.0,0.0,H,0.0,0.0,D,M Clattenburg,18.0,7.0,5.0,0.0,9.0,12.0,9.0,3.0,1.0,2.0,0.0,0.0,1.22,6.0,13.0,84.0,82.0,81.0,82.0,77.0,74.0,74.0,75.0
2695,2015/2016,29/08/15,Newcastle,Arsenal,0.0,1.0,A,0.0,0.0,D,A Marriner,1.0,22.0,0.0,9.0,15.0,8.0,0.0,9.0,6.0,1.0,1.0,0.0,6.0,3.6,1.62,77.0,77.0,75.0,77.0,82.0,79.0,80.0,82.0
2696,2015/2016,29/08/15,Stoke,West Brom,0.0,1.0,A,0.0,1.0,A,M Oliver,13.0,15.0,5.0,5.0,4.0,9.0,6.0,5.0,1.0,4.0,2.0,0.0,1.95,3.25,4.2,76.0,78.0,76.0,77.0,76.0,73.0,73.0,75.0
2697,2015/2016,29/08/15,Tottenham,Everton,0.0,0.0,D,0.0,0.0,D,M Jones,20.0,8.0,6.0,3.0,20.0,9.0,6.0,2.0,4.0,1.0,0.0,0.0,2.0,3.25,4.0,82.0,78.0,79.0,79.0,78.0,78.0,80.0,78.0
2698,2015/2016,30/08/15,Southampton,Norwich,3.0,0.0,H,1.0,0.0,H,J Moss,23.0,6.0,8.0,1.0,4.0,12.0,6.0,4.0,0.0,0.0,0.0,1.0,2.05,3.25,3.8,76.0,76.0,76.0,77.0,78.0,74.0,73.0,74.0
2699,2015/2016,30/08/15,Swansea,Man United,2.0,1.0,H,0.0,0.0,D,M Atkinson,9.0,11.0,4.0,4.0,6.0,15.0,0.0,1.0,2.0,2.0,0.0,0.0,3.5,3.0,2.25,77.0,76.0,76.0,76.0,69.0,80.0,77.0,81.0
2700,2015/2016,12/09/15,Arsenal,Stoke,2.0,0.0,H,1.0,0.0,H,J Moss,29.0,9.0,12.0,4.0,6.0,13.0,13.0,1.0,1.0,1.0,0.0,0.0,1.3,5.0,11.0,82.0,79.0,80.0,82.0,76.0,78.0,76.0,77.0
2701,2015/2016,12/09/15,Crystal Palace,Man City,0.0,1.0,A,0.0,0.0,D,M Jones,10.0,21.0,2.0,7.0,13.0,13.0,4.0,4.0,2.0,3.0,0.0,0.0,5.5,3.8,1.62,75.0,76.0,75.0,76.0,84.0,82.0,81.0,82.0
2702,2015/2016,12/09/15,Everton,Chelsea,3.0,1.0,H,2.0,1.0,H,A Marriner,14.0,15.0,9.0,2.0,12.0,12.0,7.0,14.0,2.0,2.0,0.0,0.0,4.0,3.1,2.05,78.0,78.0,80.0,78.0,81.0,82.0,82.0,83.0
2703,2015/2016,12/09/15,Man United,Liverpool,3.0,1.0,H,0.0,0.0,D,M Oliver,9.0,8.0,3.0,4.0,6.0,11.0,4.0,4.0,1.0,2.0,0.0,0.0,1.95,3.4,4.5,69.0,80.0,77.0,81.0,81.0,79.0,79.0,79.0
2704,2015/2016,12/09/15,Norwich,Bournemouth,3.0,1.0,H,1.0,0.0,H,M Atkinson,12.0,7.0,4.0,2.0,10.0,11.0,4.0,4.0,2.0,3.0,0.0,0.0,2.4,3.1,3.1,78.0,74.0,73.0,74.0,72.0,74.0,72.0,73.0
2705,2015/2016,12/09/15,Watford,Swansea,1.0,0.0,H,0.0,0.0,D,R Madley,17.0,8.0,6.0,3.0,11.0,14.0,1.0,3.0,1.0,1.0,1.0,0.0,2.75,3.0,2.75,77.0,74.0,74.0,75.0,77.0,76.0,76.0,76.0
2706,2015/2016,12/09/15,West Brom,Southampton,0.0,0.0,D,0.0,0.0,D,S Attwell,8.0,14.0,1.0,4.0,5.0,5.0,4.0,5.0,1.0,0.0,0.0,0.0,3.1,3.0,2.5,76.0,73.0,73.0,75.0,76.0,76.0,76.0,77.0
2707,2015/2016,13/09/15,Leicester,Aston Villa,3.0,2.0,H,0.0,1.0,A,M Dean,21.0,11.0,6.0,4.0,8.0,13.0,4.0,5.0,2.0,1.0,0.0,0.0,1.91,3.3,4.33,76.0,77.0,75.0,76.0,74.0,74.0,74.0,75.0
2708,2015/2016,13/09/15,Sunderland,Tottenham,0.0,1.0,A,0.0,0.0,D,C Pawson,12.0,15.0,2.0,4.0,11.0,12.0,6.0,8.0,2.0,1.0,0.0,0.0,4.2,3.25,1.95,77.0,74.0,74.0,75.0,82.0,78.0,79.0,79.0
2709,2015/2016,14/09/15,West Ham,Newcastle,2.0,0.0,H,1.0,0.0,H,A Taylor,17.0,14.0,3.0,4.0,8.0,11.0,6.0,7.0,0.0,2.0,0.0,0.0,2.25,3.1,3.4,76.0,76.0,74.0,77.0,77.0,77.0,75.0,77.0
2710,2015/2016,19/09/15,Aston Villa,West Brom,0.0,1.0,A,0.0,1.0,A,M Atkinson,13.0,11.0,3.0,6.0,10.0,11.0,2.0,7.0,2.0,3.0,0.0,0.0,2.3,3.2,3.2,74.0,74.0,74.0,75.0,76.0,73.0,73.0,75.0
2711,2015/2016,19/09/15,Bournemouth,Sunderland,2.0,0.0,H,2.0,0.0,H,K Friend,15.0,9.0,5.0,2.0,14.0,15.0,7.0,3.0,2.0,4.0,0.0,1.0,1.73,3.6,5.0,72.0,74.0,72.0,73.0,77.0,74.0,74.0,75.0
2712,2015/2016,19/09/15,Chelsea,Arsenal,2.0,0.0,H,0.0,0.0,D,M Dean,22.0,9.0,7.0,2.0,12.0,11.0,5.0,5.0,3.0,1.0,0.0,2.0,2.4,3.1,3.1,81.0,82.0,82.0,83.0,82.0,79.0,80.0,82.0
2713,2015/2016,19/09/15,Man City,West Ham,1.0,2.0,A,1.0,2.0,A,R Madley,27.0,6.0,8.0,3.0,10.0,7.0,16.0,3.0,1.0,2.0,0.0,0.0,1.29,5.0,12.0,84.0,82.0,81.0,82.0,76.0,76.0,74.0,77.0
2714,2015/2016,19/09/15,Newcastle,Watford,1.0,2.0,A,0.0,2.0,A,R East,15.0,13.0,5.0,4.0,8.0,12.0,5.0,5.0,1.0,2.0,0.0,0.0,2.5,3.2,2.9,77.0,77.0,75.0,77.0,77.0,74.0,74.0,75.0
2715,2015/2016,19/09/15,Stoke,Leicester,2.0,2.0,D,2.0,0.0,H,A Marriner,11.0,12.0,4.0,5.0,7.0,12.0,3.0,4.0,1.0,4.0,0.0,0.0,2.5,3.0,3.0,76.0,78.0,76.0,77.0,76.0,77.0,75.0,76.0
2716,2015/2016,19/09/15,Swansea,Everton,0.0,0.0,D,0.0,0.0,D,S Attwell,12.0,17.0,3.0,2.0,12.0,11.0,2.0,4.0,2.0,2.0,0.0,1.0,2.3,3.2,3.2,77.0,76.0,76.0,76.0,78.0,78.0,80.0,78.0
2717,2015/2016,20/09/15,Liverpool,Norwich,1.0,1.0,D,0.0,0.0,D,A Taylor,23.0,7.0,7.0,2.0,4.0,13.0,6.0,2.0,1.0,2.0,0.0,0.0,1.67,3.6,5.5,81.0,79.0,79.0,79.0,78.0,74.0,73.0,74.0
2718,2015/2016,20/09/15,Southampton,Man United,2.0,3.0,A,1.0,1.0,D,M Clattenburg,15.0,10.0,8.0,3.0,6.0,13.0,5.0,5.0,2.0,0.0,0.0,0.0,3.0,3.0,2.5,76.0,76.0,76.0,77.0,69.0,80.0,77.0,81.0
2719,2015/2016,20/09/15,Tottenham,Crystal Palace,1.0,0.0,H,0.0,0.0,D,M Oliver,22.0,12.0,6.0,4.0,9.0,11.0,6.0,5.0,1.0,2.0,0.0,0.0,1.95,3.5,3.8,82.0,78.0,79.0,79.0,75.0,76.0,75.0,76.0
2720,2015/2016,26/09/15,Leicester,Arsenal,2.0,5.0,A,1.0,2.0,A,C Pawson,16.0,26.0,7.0,12.0,9.0,12.0,6.0,5.0,1.0,1.0,0.0,0.0,4.0,3.75,1.85,76.0,77.0,75.0,76.0,82.0,79.0,80.0,82.0
2721,2015/2016,26/09/15,Liverpool,Aston Villa,3.0,2.0,H,1.0,0.0,H,J Moss,21.0,10.0,12.0,4.0,8.0,13.0,11.0,1.0,0.0,0.0,0.0,0.0,1.53,3.8,7.0,81.0,79.0,79.0,79.0,74.0,74.0,74.0,75.0
2722,2015/2016,26/09/15,Man United,Sunderland,3.0,0.0,H,1.0,0.0,H,M Jones,12.0,9.0,7.0,4.0,12.0,17.0,5.0,2.0,0.0,3.0,0.0,0.0,1.22,6.0,13.0,69.0,80.0,77.0,81.0,77.0,74.0,74.0,75.0
2723,2015/2016,26/09/15,Newcastle,Chelsea,2.0,2.0,D,1.0,0.0,H,M Atkinson,11.0,16.0,5.0,4.0,12.0,15.0,4.0,6.0,1.0,2.0,0.0,0.0,6.0,3.6,1.62,77.0,77.0,75.0,77.0,81.0,82.0,82.0,83.0
2724,2015/2016,26/09/15,Southampton,Swansea,3.0,1.0,H,1.0,0.0,H,R East,18.0,11.0,7.0,4.0,18.0,14.0,4.0,3.0,3.0,1.0,0.0,0.0,2.05,3.1,4.0,76.0,76.0,76.0,77.0,77.0,76.0,76.0,76.0
2725,2015/2016,26/09/15,Stoke,Bournemouth,2.0,1.0,H,1.0,0.0,H,L Mason,8.0,11.0,5.0,6.0,13.0,11.0,3.0,7.0,1.0,0.0,0.0,0.0,2.5,3.1,3.0,76.0,78.0,76.0,77.0,72.0,74.0,72.0,73.0
2726,2015/2016,26/09/15,Tottenham,Man City,4.0,1.0,H,1.0,1.0,D,M Clattenburg,15.0,22.0,8.0,8.0,17.0,6.0,5.0,9.0,5.0,1.0,0.0,0.0,4.0,3.4,1.95,82.0,78.0,79.0,79.0,84.0,82.0,81.0,82.0
2727,2015/2016,26/09/15,West Ham,Norwich,2.0,2.0,D,1.0,1.0,D,M Dean,19.0,16.0,7.0,7.0,7.0,17.0,7.0,5.0,0.0,0.0,0.0,0.0,2.3,3.2,3.2,76.0,76.0,74.0,77.0,78.0,74.0,73.0,74.0
2728,2015/2016,27/09/15,Watford,Crystal Palace,0.0,1.0,A,0.0,0.0,D,A Taylor,15.0,16.0,2.0,3.0,17.0,22.0,6.0,4.0,4.0,4.0,0.0,0.0,2.5,3.1,3.0,77.0,74.0,74.0,75.0,75.0,76.0,75.0,76.0
2729,2015/2016,28/09/15,West Brom,Everton,2.0,3.0,A,1.0,0.0,H,R Madley,9.0,12.0,4.0,4.0,9.0,8.0,6.0,4.0,0.0,3.0,0.0,0.0,3.1,3.0,2.5,76.0,73.0,73.0,75.0,78.0,78.0,80.0,78.0
2730,2015/2016,03/10/15,Aston Villa,Stoke,0.0,1.0,A,0.0,0.0,D,M Jones,13.0,12.0,2.0,5.0,12.0,12.0,9.0,5.0,1.0,0.0,0.0,0.0,2.5,3.2,2.9,74.0,74.0,74.0,75.0,76.0,78.0,76.0,77.0
2731,2015/2016,03/10/15,Bournemouth,Watford,1.0,1.0,D,1.0,1.0,D,M Oliver,12.0,11.0,6.0,2.0,8.0,13.0,5.0,3.0,1.0,1.0,0.0,0.0,2.15,3.0,3.75,72.0,74.0,72.0,73.0,77.0,74.0,74.0,75.0
2732,2015/2016,03/10/15,Chelsea,Southampton,1.0,3.0,A,1.0,1.0,D,R Madley,10.0,13.0,3.0,5.0,14.0,14.0,4.0,6.0,2.0,5.0,0.0,0.0,1.83,3.2,4.8,81.0,82.0,82.0,83.0,76.0,76.0,76.0,77.0
2733,2015/2016,03/10/15,Crystal Palace,West Brom,2.0,0.0,H,0.0,0.0,D,J Moss,21.0,7.0,8.0,2.0,14.0,13.0,8.0,3.0,3.0,3.0,0.0,0.0,1.85,3.1,5.0,75.0,76.0,75.0,76.0,76.0,73.0,73.0,75.0
2734,2015/2016,03/10/15,Man City,Newcastle,6.0,1.0,H,1.0,1.0,D,K Friend,23.0,6.0,11.0,4.0,13.0,8.0,6.0,3.0,3.0,1.0,0.0,0.0,1.25,6.0,13.0,84.0,82.0,81.0,82.0,77.0,77.0,75.0,77.0
2735,2015/2016,03/10/15,Norwich,Leicester,1.0,2.0,A,0.0,1.0,A,M Clattenburg,17.0,16.0,2.0,5.0,4.0,4.0,16.0,8.0,0.0,1.0,0.0,0.0,2.25,3.4,3.1,78.0,74.0,73.0,74.0,76.0,77.0,75.0,76.0
2736,2015/2016,03/10/15,Sunderland,West Ham,2.0,2.0,D,2.0,1.0,H,N Swarbrick,12.0,20.0,3.0,6.0,14.0,11.0,1.0,8.0,2.0,4.0,1.0,0.0,2.9,3.4,2.38,77.0,74.0,74.0,75.0,76.0,76.0,74.0,77.0
2737,2015/2016,04/10/15,Arsenal,Man United,3.0,0.0,H,3.0,0.0,H,A Taylor,12.0,9.0,5.0,5.0,8.0,17.0,3.0,6.0,1.0,3.0,0.0,0.0,1.95,3.6,3.75,82.0,79.0,80.0,82.0,69.0,80.0,77.0,81.0
2738,2015/2016,04/10/15,Everton,Liverpool,1.0,1.0,D,1.0,1.0,D,M Atkinson,14.0,13.0,4.0,4.0,10.0,19.0,5.0,11.0,3.0,3.0,0.0,0.0,2.75,2.8,2.9,78.0,78.0,80.0,78.0,81.0,79.0,79.0,79.0
2739,2015/2016,04/10/15,Swansea,Tottenham,2.0,2.0,D,2.0,1.0,H,M Dean,11.0,19.0,2.0,11.0,8.0,19.0,5.0,6.0,1.0,4.0,0.0,0.0,2.62,3.25,2.7,77.0,76.0,76.0,76.0,82.0,78.0,79.0,79.0
2740,2015/2016,17/10/15,Chelsea,Aston Villa,2.0,0.0,H,1.0,0.0,H,R East,9.0,8.0,3.0,1.0,22.0,17.0,4.0,4.0,1.0,3.0,0.0,0.0,1.36,4.8,8.5,81.0,82.0,82.0,83.0,74.0,74.0,74.0,75.0
2741,2015/2016,17/10/15,Crystal Palace,West Ham,1.0,3.0,A,1.0,1.0,D,M Clattenburg,6.0,24.0,1.0,4.0,9.0,11.0,1.0,9.0,1.0,3.0,1.0,0.0,2.05,3.3,3.75,75.0,76.0,75.0,76.0,76.0,76.0,74.0,77.0
2742,2015/2016,17/10/15,Everton,Man United,0.0,3.0,A,0.0,2.0,A,J Moss,12.0,10.0,3.0,7.0,12.0,14.0,5.0,3.0,2.0,2.0,0.0,0.0,3.2,3.0,2.4,78.0,78.0,80.0,78.0,69.0,80.0,77.0,81.0
2743,2015/2016,17/10/15,Man City,Bournemouth,5.0,1.0,H,4.0,1.0,H,M Dean,15.0,5.0,11.0,1.0,11.0,5.0,1.0,7.0,2.0,1.0,0.0,0.0,1.36,4.8,8.5,84.0,82.0,81.0,82.0,72.0,74.0,72.0,73.0
2744,2015/2016,17/10/15,Southampton,Leicester,2.0,2.0,D,2.0,0.0,H,P Tierney,14.0,26.0,6.0,7.0,16.0,10.0,6.0,7.0,2.0,0.0,0.0,0.0,1.8,3.25,5.0,76.0,76.0,76.0,77.0,76.0,77.0,75.0,76.0
2745,2015/2016,17/10/15,Tottenham,Liverpool,0.0,0.0,D,0.0,0.0,D,C Pawson,13.0,12.0,4.0,3.0,15.0,11.0,8.0,6.0,1.0,2.0,0.0,0.0,2.5,3.3,3.0,82.0,78.0,79.0,79.0,81.0,79.0,79.0,79.0
2746,2015/2016,17/10/15,Watford,Arsenal,0.0,3.0,A,0.0,0.0,D,M Jones,8.0,17.0,1.0,6.0,11.0,12.0,3.0,9.0,2.0,1.0,0.0,0.0,6.0,3.6,1.62,77.0,74.0,74.0,75.0,82.0,79.0,80.0,82.0
